SAMPLE	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GLHN3	Contig11	1	170974	47202	104958	61.3883	26.6324	36	26
GLHN3	Contig12	1	1464303	686331	1421802	97.0975	45.9889	35.9	51.5
GLHN3	Contig13	1	4077659	1980037	4013788	98.4336	47.7229	36	53.3
GLHN3	Contig14	1	55256	12076	45513	82.3675	21.4279	36	22.5
GLHN3	Contig15	1	72685	57386	50776	69.8576	76.9301	35.6	1.25
GLHN3	Contig16	1	77902	13061	21077	27.0558	16.2992	35.9	0.0895
GLHN3	Contig17	1	104405	2436	18039	17.2779	2.1	35.6	0.838
GLHN3	Contig18	1	133460	196297	102860	77.0718	143.172	35.6	0.774
GLHN3	Contig19	1	96136	147525	79901	83.1125	150.014	35.7	0.37
GLHN3	Contig20	1	73650	3346	30908	41.9661	4.37666	35.9	11.8
GLHN3	Contig21	1	73030	14403	31427	43.033	19.3563	36	15.4
GLHN3	Contig22	1	52001	423	5544	10.6613	0.733678	35.1	3.72
GLHN3	Contig23	1	70829	1725	25670	36.2422	2.31285	35.8	1.9
GLHN3	Contig24	1	75409	2049	21156	28.055	2.57715	35.8	1.28
GLHN4	Contig01	1	11008917	6259753	10844776	98.509	55.8754	36	53.5
GLHN4	Contig02	1	8645043	4764510	8324558	96.2928	54.1479	36	54.7
GLHN4	Contig03	1	1697966	844883	1512548	89.08	48.7349	36	38.3
GLHN4	Contig04	1	796569	265529	531735	66.7532	32.4201	36.1	20.2
GLHN4	Contig05	1	60573	11413	42441	70.0659	18.2419	36	14
GLHN4	Contig06	1	6618557	3750935	6551466	98.9863	55.7102	36	54.7
GLHN4	Contig07	1	51574	6588	27015	52.381	12.4105	36.3	15.1
GLHN4	Contig08	1	5731635	3233872	5710616	99.6333	55.4716	36	56.4
GLHN4	Contig09	1	4595668	2614114	4559011	99.2024	55.9461	36	57.5
GLHN4	Contig10	1	1201610	70594	261418	21.7556	5.51773	36.1	17.4
GLHN4	Contig11	1	170974	52472	104753	61.2684	29.6341	36.1	25.4
GLHN4	Contig12	1	1464303	779565	1421885	97.1032	52.2442	35.9	51.4
GLHN4	Contig13	1	4077659	2247075	4005466	98.2295	54.1684	36	53.2
GLHN4	Contig14	1	55256	13034	45403	82.1685	23.122	36	22.2
GLHN4	Contig15	1	72685	72063	51209	70.4533	96.5458	35.6	1.43
GLHN4	Contig16	1	77902	16257	21393	27.4614	20.3396	36	0.103
GLHN4	Contig17	1	104405	2849	17136	16.413	2.48933	35.7	0.575
GLHN4	Contig18	1	133460	245860	104054	77.9664	179.343	35.6	0.839
GLHN4	Contig19	1	96136	187356	80559	83.7969	190.528	35.8	0.399
GLHN4	Contig20	1	73650	3821	31501	42.7712	5.01576	36	11
GLHN4	Contig21	1	73030	16226	31488	43.1165	21.8266	36	15.2
GLHN4	Contig22	1	52001	418	5861	11.2709	0.726909	35.5	1.81
GLHN4	Contig23	1	70829	2133	27537	38.8781	2.89057	35.9	1.84
GLHN4	Contig24	1	75409	2553	21238	28.1637	3.23358	35.9	1.75
GN0001	Contig01	1	11008917	4853557	10007394	90.9026	63.1968	37.4	54.8
GN0001	Contig02	1	8645043	3750563	7892614	91.2964	62.8456	37.4	55.7
GN0001	Contig03	1	1697966	605671	1237025	72.8533	49.7559	37.5	40.9
GN0001	Contig04	1	796569	260450	448603	56.3169	44.462	37.7	29.5
GN0001	Contig05	1	60573	7190	21253	35.0866	15.139	37.7	8.07
GN0001	Contig06	1	6618557	2944853	6220755	93.9896	64.1657	37.4	56.3
GN0001	Contig07	1	51574	2926	13398	25.9782	6.99281	37.8	4.99
GN0001	Contig08	1	5731635	2572569	5466468	95.3736	64.9662	37.4	56.8
GN0001	Contig09	1	4595668	2078877	4399939	95.741	65.7047	37.4	58
GN0001	Contig10	1	1201610	224689	384485	31.9975	24.0121	37.8	28.8
GN0001	Contig11	1	170974	45598	78417	45.8649	36.4773	37.7	34.1
GN0001	Contig12	1	1464303	599489	1286600	87.8643	57.7645	37.3	52.9
GN0001	Contig13	1	4077659	1728651	3738523	91.6831	60.8397	37.4	55.1
GN0001	Contig14	1	55256	8203	38449	69.5834	20.8943	37.4	29.5
GN0001	Contig15	1	72685	53206	37991	52.268	106.126	37.1	1.04
GN0001	Contig16	1	77902	15372	18415	23.6387	27.777	37.3	0.858
GN0001	Contig17	1	104405	2543	16216	15.5318	2.682	37.9	6
GN0001	Contig18	1	133460	230992	94684	70.9456	246.228	36.8	1.9
GN0001	Contig19	1	96136	164771	77743	80.8677	249.972	37.3	0.825
GN0001	Contig20	1	73650	2477	22719	30.8473	4.36432	37.6	14.5
GN0001	Contig21	1	73030	15201	24652	33.756	29.2493	37.8	11.5
GN0001	Contig22	1	52001	394	4239	8.15177	0.725236	37.7	4.89
GN0001	Contig23	1	70829	932	13149	18.5644	1.17517	37.2	8.41
GN0001	Contig24	1	75409	4269	16102	21.3529	5.12266	37.5	13.2
GR1067	Contig01	1	11008917	5526161	10078979	91.5529	72.4228	37.4	56.2
GR1067	Contig02	1	8645043	4327942	7885192	91.2106	72.6759	37.4	56.8
GR1067	Contig03	1	1697966	678688	1327871	78.2036	55.6611	37.5	45.2
GR1067	Contig04	1	796569	294536	551089	69.1828	48.3772	37.7	31.9
GR1067	Contig05	1	60573	9859	26415	43.6085	20.3961	37.5	10.4
GR1067	Contig06	1	6618557	3437403	6260251	94.5863	75.3409	37.4	57.4
GR1067	Contig07	1	51574	4809	17239	33.4258	10.696	37.6	10.3
GR1067	Contig08	1	5731635	3054634	5516244	96.2421	77.4955	37.4	57.6
GR1067	Contig09	1	4595668	2484851	4438762	96.5858	78.7393	37.4	58.4
GR1067	Contig10	1	1201610	1120167	957089	79.6506	131.722	37.8	40.4
GR1067	Contig11	1	170974	36462	116911	68.3794	27.3148	37.7	25.8
GR1067	Contig12	1	1464303	684441	1303741	89.0349	66.203	37.3	55.2
GR1067	Contig13	1	4077659	2044497	3791970	92.9938	72.0136	37.3	56.4
GR1067	Contig14	1	55256	5040	26237	47.4826	12.8736	37.4	22.6
GR1067	Contig15	1	72685	75657	39249	53.9988	151.573	37.2	0.228
GR1067	Contig16	1	77902	22133	19608	25.1701	39.5906	37.4	0.421
GR1067	Contig17	1	104405	38919	59658	57.1409	52.0137	37.8	13.6
GR1067	Contig18	1	133460	374214	95947	71.892	388.551	36.7	2.43
GR1067	Contig19	1	96136	240592	79018	82.194	365.531	37.3	0.29
GR1067	Contig20	1	73650	2753	24324	33.0265	4.72338	37.5	12.2
GR1067	Contig21	1	73030	7627	25793	35.3184	13.9714	37.7	10.9
GR1067	Contig22	1	52001	265	3423	6.58257	0.445491	36.5	7.03
GR1067	Contig23	1	70829	1245	12811	18.0872	1.69212	37.4	9.44
GR1067	Contig24	1	75409	4418	17027	22.5795	5.30287	37.5	12.2
Guy11	Contig01	1	11008917	6348259	10671435	96.9345	147.489	34.7	51.8
Guy11	Contig02	1	8645043	4527496	7857988	90.8959	134.133	34.7	54.4
Guy11	Contig03	1	1697966	633810	1227231	72.2765	93.5435	34.7	38.9
Guy11	Contig04	1	796569	141494	353103	44.328	43.3147	34.8	16.4
Guy11	Contig05	1	60573	12010	29198	48.203	49.787	34.8	32.9
Guy11	Contig06	1	6618557	3913519	6496948	98.1626	151.034	34.7	52.1
Guy11	Contig07	1	51574	5433	21093	40.8985	22.9536	35	27.4
Guy11	Contig08	1	5731635	3289970	5626005	98.1571	146.66	34.7	54.3
Guy11	Contig09	1	4595668	2499860	4442802	96.6737	139.354	34.7	56.9
Guy11	Contig10	1	1201610	56100	172809	14.3815	10.2226	34.8	20.5
Guy11	Contig11	1	170974	58507	86258	50.4509	83.316	34.6	12.2
Guy11	Contig12	1	1464303	792879	1386005	94.6529	137.031	34.7	48.9
Guy11	Contig13	1	4077659	2393515	3976491	97.519	149.362	34.7	50.1
Guy11	Contig14	1	55256	13162	43156	78.1019	60.5058	34.8	38.8
Guy11	Contig15	1	72685	55465	40334	55.4915	189.221	34.5	1.4
Guy11	Contig16	1	77902	14023	14616	18.762	44.5279	34.6	0.122
Guy11	Contig17	1	104405	1852	10693	10.2418	2.10566	34.4	0.302
Guy11	Contig18	1	133460	232668	90640	67.9155	430.545	34.5	2.01
Guy11	Contig19	1	96136	182393	71550	74.4258	486.562	34.7	1.25
Guy11	Contig20	1	73650	3248	20683	28.0828	10.0106	34.7	20.6
Guy11	Contig21	1	73030	3607	19625	26.8725	11.7259	34.8	16.1
Guy11	Contig22	1	52001	390	3796	7.29986	0.651795	33.8	0.305
Guy11	Contig23	1	70829	1263	15786	22.2875	2.73426	34.3	0.933
Guy11	Contig24	1	75409	3011	16570	21.9735	3.92309	34.5	1.48
GUY-56	Contig01	1	11008917	179967	8661719	78.6791	2.00359	38	49.7
GUY-56	Contig02	1	8645043	135174	6604004	76.3906	1.89778	38	51.8
GUY-56	Contig03	1	1697966	21718	1077691	63.4695	1.58042	37.9	37.5
GUY-56	Contig04	1	796569	5430	328409	41.2279	0.889531	37.5	19.8
GUY-56	Contig05	1	60573	348	18600	30.7068	0.713833	37.8	21.1
GUY-56	Contig06	1	6618557	112203	5318863	80.3629	2.06126	38.1	50.6
GUY-56	Contig07	1	51574	161	10224	19.8239	0.390197	38.2	22.1
GUY-56	Contig08	1	5731635	95717	4603618	80.3195	2.00607	38.1	52.1
GUY-56	Contig09	1	4595668	75819	3667442	79.8022	1.96906	38	53.5
GUY-56	Contig10	1	1201610	3587	246520	20.5158	0.36244	37.6	29.4
GUY-56	Contig11	1	170974	1386	64834	37.9204	1.13257	38	16
GUY-56	Contig12	1	1464303	24496	1101802	75.2441	1.94293	38.1	47.6
GUY-56	Contig13	1	4077659	67268	3216647	78.8846	2.00919	38.1	49.4
GUY-56	Contig14	1	55256	376	23285	42.1402	0.832127	37.8	24.5
GUY-56	Contig15	1	72685	1827	28059	38.6036	3.56113	37.6	1.78
GUY-56	Contig16	1	77902	598	9427	12.1011	1.0502	37.7	0.171
GUY-56	Contig17	1	104405	167	8358	8.00536	0.168833	37.1	3.8
GUY-56	Contig18	1	133460	7578	69617	52.1632	7.5451	37.3	2.97
GUY-56	Contig19	1	96136	4961	58066	60.3999	7.33417	37.8	1.47
GUY-56	Contig20	1	73650	236	6382	8.66531	0.189762	38	18.4
GUY-56	Contig21	1	73030	182	10880	14.898	0.299877	37	10.3
GUY-56	Contig22	1	52001	88	1194	2.29611	0.0546336	37	29.1
GUY-56	Contig23	1	70829	84	4631	6.53828	0.105494	37	14.4
GUY-56	Contig24	1	75409	152	4970	6.59073	0.134944	38.2	18.3
GY0040	Contig01	1	11008917	4148545	10559671	95.9193	55.4281	37.4	51.8
GY0040	Contig02	1	8645043	3152922	8332000	96.3789	53.7747	37.4	53.6
GY0040	Contig03	1	1697966	718920	1560973	91.9319	61.5636	37.5	36.4
GY0040	Contig04	1	796569	244022	611012	76.7055	43.767	37.6	24.2
GY0040	Contig05	1	60573	6752	32915	54.3394	15.4548	37.4	16.7
GY0040	Contig06	1	6618557	2500526	6534777	98.7342	55.6905	37.3	53.3
GY0040	Contig07	1	51574	3496	22565	43.7527	9.07149	37.5	17.9
GY0040	Contig08	1	5731635	2097648	5625074	98.1408	54.0204	37.3	55.5
GY0040	Contig09	1	4595668	1669731	4483957	97.5692	53.6667	37.3	56.6
GY0040	Contig10	1	1201610	594414	1155129	96.1318	72.6005	37.7	43.7
GY0040	Contig11	1	170974	46607	119822	70.082	39.2465	37.6	26.6
GY0040	Contig12	1	1464303	565367	1389845	94.9151	56.4989	37.3	49.4
GY0040	Contig13	1	4077659	1494314	3937187	96.5551	53.9043	37.3	51.4
GY0040	Contig14	1	55256	9034	44664	80.831	24.1359	37.3	31.7
GY0040	Contig15	1	72685	77938	43310	59.5859	156.499	36.9	1.53
GY0040	Contig16	1	77902	20373	16732	21.4783	38.0377	37.4	0.229
GY0040	Contig17	1	104405	12429	62026	59.409	16.8645	37.6	12.4
GY0040	Contig18	1	133460	317473	96328	72.1774	342.168	36.8	1.73
GY0040	Contig19	1	96136	224750	77115	80.2145	344.445	37.2	0.847
GY0040	Contig20	1	73650	1130	12310	16.7142	2.10771	37.3	9.77
GY0040	Contig21	1	73030	11259	38293	52.4346	22.5082	37.6	22
GY0040	Contig22	1	52001	320	3818	7.34217	0.629007	36.4	2.05
GY0040	Contig23	1	70829	1055	18512	26.1362	1.81848	37.3	2.71
GY0040	Contig24	1	75409	1690	17986	23.8513	2.64327	37.4	3.27
H08-1a	Contig01	1	11008917	6669796	10532448	95.672	89.5764	37.9	52.3
H08-1a	Contig02	1	8645043	5144201	8313970	96.1704	88.2042	37.9	54.1
H08-1a	Contig03	1	1697966	1029515	1500852	88.3912	87.9081	38	37
H08-1a	Contig04	1	796569	360604	589799	74.0424	64.4158	38	24.4
H08-1a	Contig05	1	60573	9462	32701	53.9861	21.7543	37.7	17.2
H08-1a	Contig06	1	6618557	4036374	6524092	98.5727	90.3741	37.9	53.5
H08-1a	Contig07	1	51574	6628	22630	43.8787	18.497	38	24.2
H08-1a	Contig08	1	5731635	3380394	5616795	97.9964	87.5418	37.9	55.5
H08-1a	Contig09	1	4595668	2712777	4487535	97.6471	87.6792	37.9	56.7
H08-1a	Contig10	1	1201610	122524	279824	23.2874	13.4674	38.1	22.1
H08-1a	Contig11	1	170974	76932	129844	75.9437	64.7791	38	27.8
H08-1a	Contig12	1	1464303	869592	1395848	95.3251	87.3197	37.8	49.2
H08-1a	Contig13	1	4077659	2435122	3969217	97.3406	88.334	37.8	51.5
H08-1a	Contig14	1	55256	16885	45266	81.9205	45.3225	37.9	31.4
H08-1a	Contig15	1	72685	59224	41389	56.943	121.079	37.8	0.598
H08-1a	Contig16	1	77902	15145	16424	21.0829	27.9974	37.8	0.177
H08-1a	Contig17	1	104405	6749	17047	16.3278	7.97807	38.1	4.43
H08-1a	Contig18	1	133460	238882	92891	69.6021	261.41	37.5	0.55
H08-1a	Contig19	1	96136	180554	72540	75.4556	278.889	37.8	0.441
H08-1a	Contig20	1	73650	3027	19745	26.8092	5.92764	37.9	14.2
H08-1a	Contig21	1	73030	12077	30949	42.3785	23.3718	38	19.7
H08-1a	Contig22	1	52001	479	3724	7.1614	0.922521	37.5	0.236
H08-1a	Contig23	1	70829	1826	20009	28.2497	3.27276	38.1	2.4
H08-1a	Contig24	1	75409	2924	19025	25.2291	4.82671	38	4.29
H08-1c	Contig01	1	11008917	3468887	10493232	95.3158	46.6559	37.8	52.4
H08-1c	Contig02	1	8645043	2690613	8280727	95.7858	46.1742	37.8	54.2
H08-1c	Contig03	1	1697966	556188	1484111	87.4052	47.5411	37.8	37.6
H08-1c	Contig04	1	796569	190355	575405	72.2354	34.057	38	24.3
H08-1c	Contig05	1	60573	5145	30178	49.8209	11.8668	37.8	17.4
H08-1c	Contig06	1	6618557	2095228	6506479	98.3066	46.9797	37.8	53.6
H08-1c	Contig07	1	51574	2811	20304	39.3687	7.76853	37.8	22.1
H08-1c	Contig08	1	5731635	1757176	5602721	97.7508	45.5658	37.8	55.7
H08-1c	Contig09	1	4595668	1413552	4480079	97.4848	45.7358	37.8	56.8
H08-1c	Contig10	1	1201610	66396	262486	21.8445	7.31056	38	22.1
H08-1c	Contig11	1	170974	41709	124894	73.0485	35.2017	38	28.7
H08-1c	Contig12	1	1464303	442005	1388090	94.7953	44.4454	37.7	49.2
H08-1c	Contig13	1	4077659	1253434	3953212	96.9481	45.5398	37.7	51.8
H08-1c	Contig14	1	55256	8230	43401	78.5453	22.1235	37.8	31.4
H08-1c	Contig15	1	72685	31152	39071	53.7539	63.7461	37.6	0.355
H08-1c	Contig16	1	77902	7301	12867	16.5169	13.6206	37.5	0.155
H08-1c	Contig17	1	104405	3779	15484	14.8307	4.44033	38	3.78
H08-1c	Contig18	1	133460	125447	85860	64.3339	137.653	37.4	0.329
H08-1c	Contig19	1	96136	95652	67977	70.7092	148.137	37.6	0.348
H08-1c	Contig20	1	73650	1455	16799	22.8092	2.83164	37.6	14.8
H08-1c	Contig21	1	73030	6821	29613	40.5491	13.1542	37.9	19
H08-1c	Contig22	1	52001	228	3310	6.36526	0.436376	37.6	0.342
H08-1c	Contig23	1	70829	801	14931	21.0803	1.42723	37.6	1.91
H08-1c	Contig24	1	75409	1429	14961	19.8398	2.36236	37.9	3.3
HB-14	Contig01	1	11008917	4144780	10644983	96.6942	55.445	38.1	51.4
HB-14	Contig02	1	8645043	3136005	8241332	95.3301	53.488	38.1	53.1
HB-14	Contig03	1	1697966	730206	1525114	89.8201	62.6305	38.1	35.5
HB-14	Contig04	1	796569	229917	561638	70.5071	40.9778	38.1	19.2
HB-14	Contig05	1	60573	8301	30645	50.5918	19.3536	38	11.7
HB-14	Contig06	1	6618557	2445068	6421632	97.0247	54.4941	38.1	52.5
HB-14	Contig07	1	51574	4506	20595	39.9329	11.8357	38.3	22.3
HB-14	Contig08	1	5731635	2072753	5592336	97.5696	53.439	38.1	54.7
HB-14	Contig09	1	4595668	1619640	4416409	96.0994	52.134	38.1	56.3
HB-14	Contig10	1	1201610	117377	291202	24.2343	13.232	38.3	26.5
HB-14	Contig11	1	170974	58691	118080	69.0631	49.3985	38.1	23.7
HB-14	Contig12	1	1464303	492323	1339719	91.4919	49.3492	38	47.8
HB-14	Contig13	1	4077659	1520350	3923321	96.215	54.9465	38.1	50.1
HB-14	Contig14	1	55256	8169	39837	72.0953	21.888	38	32.1
HB-14	Contig15	1	72685	53334	39679	54.5904	107.532	37.7	0.241
HB-14	Contig16	1	77902	18898	15127	19.418	35.9807	38	0.0584
HB-14	Contig17	1	104405	3748	18065	17.3028	4.52798	38.1	4.88
HB-14	Contig18	1	133460	208271	91522	68.5764	226.637	37.6	0.93
HB-14	Contig19	1	96136	160585	71801	74.6869	247.296	37.8	0.311
HB-14	Contig20	1	73650	3283	22839	31.0102	6.07084	38.3	14.5
HB-14	Contig21	1	73030	7454	25403	34.7843	14.3774	38.2	13.8
HB-14	Contig22	1	52001	146	3297	6.34026	0.226034	36.6	0.411
HB-14	Contig23	1	70829	1114	15316	21.6239	2.14476	37.9	0.86
HB-14	Contig24	1	75409	1489	14481	19.2033	2.50364	37.5	1.7
HB-LTH18	Contig01	1	11008917	3502241	10538983	95.7313	31.5507	33.9	52.5
HB-LTH18	Contig02	1	8645043	2749596	8355709	96.6532	31.5739	33.9	54.3
HB-LTH18	Contig03	1	1697966	582546	1612243	94.9514	33.9742	34	37.9
HB-LTH18	Contig04	1	796569	169875	589881	74.0527	20.916	34.1	20.8
HB-LTH18	Contig05	1	60573	6998	40368	66.6436	11.3605	33.9	13.3
HB-LTH18	Contig06	1	6618557	2186259	6512413	98.3963	32.8029	33.8	54.1
HB-LTH18	Contig07	1	51574	3967	20368	39.4928	7.3831	34.4	12.8
HB-LTH18	Contig08	1	5731635	1850478	5670930	98.9409	32.0696	33.9	55.9
HB-LTH18	Contig09	1	4595668	1503889	4557975	99.1798	32.5172	33.8	57.1
HB-LTH18	Contig10	1	1201610	44186	268177	22.3181	3.43946	34.2	16
HB-LTH18	Contig11	1	170974	27169	100690	58.892	15.5173	33.9	15.9
HB-LTH18	Contig12	1	1464303	451611	1403538	95.8502	30.5707	33.7	50.1
HB-LTH18	Contig13	1	4077659	1292805	3972200	97.4137	31.4527	33.9	52.1
HB-LTH18	Contig14	1	55256	8227	46447	84.0578	14.784	33.9	23.1
HB-LTH18	Contig15	1	72685	52197	48021	66.0673	71.1307	33.3	0.272
HB-LTH18	Contig16	1	77902	11439	22039	28.2907	14.4342	33.6	0.121
HB-LTH18	Contig17	1	104405	1598	15188	14.5472	1.47453	33	0.509
HB-LTH18	Contig18	1	133460	192275	101706	76.2071	142.548	33.1	0.809
HB-LTH18	Contig19	1	96136	143345	79676	82.8784	147.833	33.3	0.317
HB-LTH18	Contig20	1	73650	2198	25228	34.2539	2.93352	33.4	8.36
HB-LTH18	Contig21	1	73030	3501	20936	28.6677	4.7047	33.9	6.49
HB-LTH18	Contig22	1	52001	515	4417	8.49407	0.961251	32.7	1.41
HB-LTH18	Contig23	1	70829	1846	26631	37.599	2.5258	33.7	0.978
HB-LTH18	Contig24	1	75409	2020	24193	32.0824	2.5571	33.9	1.46
HN0001	Contig01	1	11008917	4377272	10865779	98.6998	39.3465	36.1	51.9
HN0001	Contig02	1	8645043	3530132	8587497	99.3343	40.4179	36.1	51.1
HN0001	Contig03	1	1697966	756261	1659820	97.7534	44.0334	36.2	28.8
HN0001	Contig04	1	796569	224577	645118	80.9871	27.7201	36.4	6.66
HN0001	Contig05	1	60573	12867	43890	72.458	20.914	36.1	4.28
HN0001	Contig06	1	6618557	2596133	6555369	99.0453	38.8437	36.1	53.7
HN0001	Contig07	1	51574	9972	28946	56.1252	18.9462	36.5	3.01
HN0001	Contig08	1	5731635	2253625	5696990	99.3955	38.9393	36.1	55.2
HN0001	Contig09	1	4595668	1785102	4509821	98.132	38.4755	36	56.4
HN0001	Contig10	1	1201610	84077	333517	27.7558	6.73805	36.3	16
HN0001	Contig11	1	170974	38498	141858	82.9705	22.0851	36.3	6.1
HN0001	Contig12	1	1464303	553411	1427672	97.4984	37.3997	36.1	48.8
HN0001	Contig13	1	4077659	1618980	4045118	99.202	39.3061	36.1	50.9
HN0001	Contig14	1	55256	11505	46770	84.6424	20.602	36.2	9.13
HN0001	Contig15	1	72685	34418	51770	71.2251	46.6549	36.2	0.141
HN0001	Contig16	1	77902	15236	25876	33.2161	19.029	36.4	0.0306
HN0001	Contig17	1	104405	3883	23567	22.5727	3.56105	35.6	0.225
HN0001	Contig18	1	133460	99001	106123	79.5167	72.5389	36.2	0.111
HN0001	Contig19	1	96136	79444	80268	83.4942	81.2802	36.3	0.0511
HN0001	Contig20	1	73650	4923	33396	45.3442	6.60549	36	2.31
HN0001	Contig21	1	73030	13035	46323	63.4301	17.5782	36.2	3.51
HN0001	Contig22	1	52001	1182	8523	16.3901	2.23176	36.1	1.2
HN0001	Contig23	1	70829	5260	31720	44.7839	7.29107	35.8	0.646
HN0001	Contig24	1	75409	4957	30906	40.9845	6.40162	36	0.783
HN-0812-3	Contig01	1	11008917	3620204	10850533	98.5613	32.6639	33.8	53.3
HN-0812-3	Contig02	1	8645043	2611494	8173111	94.541	29.9918	33.8	55.1
HN-0812-3	Contig03	1	1697966	491877	1544565	90.9656	28.7022	33.9	38.9
HN-0812-3	Contig04	1	796569	124756	553818	69.5254	15.3528	34.2	19.9
HN-0812-3	Contig05	1	60573	6398	40576	66.9869	10.3894	33.9	13.5
HN-0812-3	Contig06	1	6618557	2121373	6538868	98.796	31.8591	33.8	54.5
HN-0812-3	Contig07	1	51574	4581	26807	51.9777	8.76915	34.3	11.4
HN-0812-3	Contig08	1	5731635	1824079	5688135	99.2411	31.6393	33.8	56.2
HN-0812-3	Contig09	1	4595668	1467446	4531809	98.6105	31.7578	33.8	57.4
HN-0812-3	Contig10	1	1201610	40999	239668	19.9456	3.2212	34.2	17.9
HN-0812-3	Contig11	1	170974	30515	102246	59.8021	17.52	34	26
HN-0812-3	Contig12	1	1464303	438692	1393249	95.1476	29.746	33.8	50.7
HN-0812-3	Contig13	1	4077659	1307041	4034687	98.9462	31.8565	33.8	52.9
HN-0812-3	Contig14	1	55256	7575	46184	83.5819	13.5963	33.9	22.5
HN-0812-3	Contig15	1	72685	43092	48877	67.245	58.6853	33.1	0.823
HN-0812-3	Contig16	1	77902	9465	21084	27.0648	11.8929	33.5	0.104
HN-0812-3	Contig17	1	104405	1662	14801	14.1765	1.50191	33.4	0.212
HN-0812-3	Contig18	1	133460	152319	102300	76.6522	112.773	33.1	0.719
HN-0812-3	Contig19	1	96136	114097	78694	81.857	117.642	33.3	0.306
HN-0812-3	Contig20	1	73650	2226	29504	40.0597	2.97518	33.5	10.7
HN-0812-3	Contig21	1	73030	4109	21647	29.6412	5.57063	34.1	10
HN-0812-3	Contig22	1	52001	451	4614	8.87291	0.839542	32.8	3.59
HN-0812-3	Contig23	1	70829	1509	24931	35.1989	2.09105	33.5	1.38
HN-0812-3	Contig24	1	75409	1490	22511	29.8519	1.9007	33.6	1.83
HN10-1604	Contig01	1	11008917	5912896	10510795	95.4753	79.2789	38.4	52
HN10-1604	Contig02	1	8645043	4481041	8207286	94.9363	76.5858	38.4	54.1
HN10-1604	Contig03	1	1697966	932922	1536462	90.4884	80.4232	38.4	37.2
HN10-1604	Contig04	1	796569	260036	544752	68.3873	46.83	38.5	20.6
HN10-1604	Contig05	1	60573	11847	34912	57.6362	28.0046	38.4	18.1
HN10-1604	Contig06	1	6618557	3553783	6486517	98.005	79.3463	38.4	53.4
HN10-1604	Contig07	1	51574	7539	22439	43.5084	20.3862	38.5	23.4
HN10-1604	Contig08	1	5731635	2973041	5558941	96.987	76.7605	38.4	55.6
HN10-1604	Contig09	1	4595668	2384284	4438262	96.5749	76.8177	38.4	56.8
HN10-1604	Contig10	1	1201610	94324	254913	21.2143	10.531	38.5	19.3
HN10-1604	Contig11	1	170974	65686	113590	66.437	55.508	38.4	23.3
HN10-1604	Contig12	1	1464303	724440	1364962	93.2158	72.6562	38.4	49
HN10-1604	Contig13	1	4077659	2146605	3907550	95.8283	77.7082	38.4	51.7
HN10-1604	Contig14	1	55256	13665	42706	77.2875	36.4602	38.4	31.1
HN10-1604	Contig15	1	72685	76899	41196	56.6774	155.225	38	0.371
HN10-1604	Contig16	1	77902	26180	17080	21.925	49.9196	38.3	0.0334
HN10-1604	Contig17	1	104405	3537	15659	14.9983	4.23808	38.4	2.65
HN10-1604	Contig18	1	133460	297893	92767	69.5092	324.352	37.9	1.09
HN10-1604	Contig19	1	96136	232761	74254	77.2385	358.78	38.2	0.326
HN10-1604	Contig20	1	73650	2533	17626	23.9321	5.00827	38.3	15.2
HN10-1604	Contig21	1	73030	10807	21904	29.9932	21.2758	38.5	15.8
HN10-1604	Contig22	1	52001	235	4483	8.62099	0.375974	37.3	0.115
HN10-1604	Contig23	1	70829	1270	16742	23.6372	2.35589	38.4	0.872
HN10-1604	Contig24	1	75409	1652	16466	21.8356	2.73518	38.1	2.22
HN-158	Contig01	1	11008917	4653209	10499805	95.3755	62.3679	38.4	52.5
HN-158	Contig02	1	8645043	3610972	8260012	95.5462	61.6964	38.4	54.4
HN-158	Contig03	1	1697966	709987	1503131	88.5254	60.5487	38.4	38.1
HN-158	Contig04	1	796569	293165	582250	73.0947	52.8445	38.5	29.8
HN-158	Contig05	1	60573	6565	32149	53.0748	14.7646	38.4	17.7
HN-158	Contig06	1	6618557	2805013	6470677	97.7657	62.6685	38.4	53.7
HN-158	Contig07	1	51574	2955	18746	36.3478	8.25908	38.3	24
HN-158	Contig08	1	5731635	2366514	5588570	97.5039	61.1126	38.4	55.7
HN-158	Contig09	1	4595668	1878626	4449694	96.8237	60.5099	38.4	57
HN-158	Contig10	1	1201610	81275	251797	20.955	8.99283	38.5	22
HN-158	Contig11	1	170974	54188	111737	65.3532	45.6594	38.4	25.8
HN-158	Contig12	1	1464303	573083	1355958	92.6009	57.4243	38.3	49.2
HN-158	Contig13	1	4077659	1631986	3881549	95.1906	59.1073	38.3	52.2
HN-158	Contig14	1	55256	8991	40574	73.4291	23.9223	38.3	30
HN-158	Contig15	1	72685	54830	39834	54.8036	110.625	38	0.338
HN-158	Contig16	1	77902	18867	16597	21.305	35.854	38.3	0.0682
HN-158	Contig17	1	104405	3980	16140	15.459	4.58235	38.4	5.99
HN-158	Contig18	1	133460	214934	93459	70.0277	233.997	37.9	1.1
HN-158	Contig19	1	96136	164543	73190	76.1317	253.411	38.2	0.285
HN-158	Contig20	1	73650	2199	16182	21.9715	4.32512	38.4	14.5
HN-158	Contig21	1	73030	10211	31404	43.0015	19.8506	38.5	20
HN-158	Contig22	1	52001	179	3312	6.36911	0.260668	37.4	3.57
